Id,SalePrice
1461,120841.10546472044
1462,158294.16206246268
1463,179745.75442785062
1464,192599.128328266
1465,200852.14129657563
1466,170791.94435178975
1467,178492.90220666147
1468,161504.92931439457
1469,197098.91973097998
1470,125591.60562292198
1471,190137.80287043785
1472,103612.03934758806
1473,95924.39168702037
1474,145709.61391785476
1475,115616.65767893748
1476,355061.4724163025
1477,241889.7602044992
1478,279398.7830526791
1479,277435.1291244214
1480,513197.1585388133
1481,329025.20809435955
1482,198962.3808593108
1483,173821.5807702344
1484,163100.24424469264
1485,181259.7274195535
1486,192196.24569523786
1487,333291.44347542216
1488,231804.08513456854
1489,196812.81639409284
1490,231340.25947102415
1491,190812.86322895208
1492,93329.90785491392
1493,181395.64537588757
1494,270075.6707941421
1495,286611.399211408
1496,228599.07355103205
1497,183897.2560459937
1498,173301.8157304539
1499,162775.2231457996
1500,156741.9514688488
1501,176461.50813302974
1502,162845.24215530293
1503,245752.99498877197
1504,245884.0763794603
1505,228090.99100468372
1506,190503.19383698754
1507,259922.84232880815
1508,197702.58162488948
1509,162414.98948936095
1510,148181.25980170004
1511,155782.692520486
1512,163103.8700943602
1513,145801.41781008866
1514,150923.35583796975
1515,189866.78194765502
1516,145365.92255444537
1517,170838.03144685162
1518,131311.4711329598
1519,218402.60344803196
1520,131670.53981451475
1521,134467.35388510488
1522,173469.06499417013
1523,117664.50548439076
1524,113413.21145864823
1525,122115.40332688025
1526,111257.58665359675
1527,110499.18236551955
1528,137576.89381626956
1529,150578.41311818582
1530,180822.3565528206
1531,110611.44167838841
1532,91013.09834727443
1533,143541.70203677224
1534,123271.73821126108
1535,144961.1004713082
1536,109467.64523822005
1537,64845.63415232194
1538,140410.58634879687
1539,166626.0918010544
1540,83696.90557399663
1541,131061.95154084411
1542,152846.48013471384
1543,180217.44426872127
1544,82696.77096455873
1545,115528.5739377456
1546,135951.23880295779
1547,127720.54686523566
1548,133033.08898761898
1549,119220.85342917207
1550,139345.45441004293
1551,110341.1837281077
1552,139117.0131696818
1553,134792.88294227215
1554,122695.02421327082
1555,164053.5420956802
1556,97127.24294324523
1557,98285.20362730311
1558,111004.1081620639
1559,75831.07443867838
1560,132568.23808198498
1561,120527.75156185326
1562,132918.3124561827
1563,126105.60011384827
1564,163314.8298554896
1565,149555.2085065803
1566,234887.83944658854
1567,85340.04001143729
1568,248617.66639510376
1569,142912.15590261423
1570,123932.63254405156
1571,107946.80684416679
1572,138575.68973780485
1573,209722.3618649848
1574,131261.9275043423
1575,242519.9579487236
1576,219646.97313235598
1577,177959.7126657824
1578,132380.983738963
1579,147153.8137300622
1580,194514.8236540737
1581,148815.0566273115
1582,123966.5184634029
1583,298309.1867493481
1584,219685.78430589914
1585,140673.9514164888
1586,72582.37844760466
1587,106248.52049312266
1588,156786.82333354917
1589,96126.39514528538
1590,135117.62428144494
1591,95514.42341843269
1592,120439.389864038
1593,125496.64856950898
1594,130778.75236331549
1595,117136.65377800762
1596,239194.66243788376
1597,207989.43875080906
1598,230188.1168251751
1599,163960.64500915952
1600,158911.77587738173
1601,69929.45728913337
1602,126816.93388628631
1603,66613.7839623567
1604,273065.79398579797
1605,239795.30729488647
1606,166308.8486823597
1607,170925.52888752497
1608,201220.0072041885
1609,180253.37918005485
1610,150731.0772912152
1611,143661.76806898863
1612,172167.93881936572
1613,165580.73610004713
1614,112974.6236526874
1615,84918.4280274057
1616,82877.23103962067
1617,89521.79866834472
1618,129810.23628202309
1619,134128.41353786303
1620,184020.31859999316
1621,139491.46291131954
1622,146281.2127629662
1623,271414.52969394304
1624,216908.4890662253
1625,118059.13327786514
1626,169320.1368094986
1627,195245.10506786514
1628,278162.75329863693
1629,177225.1573057943
1630,369851.1080603397
1631,221723.12393626975
1632,243879.63471192628
1633,171968.60160460568
1634,184044.90635162697
1635,172913.40144768712
1636,152461.77195213223
1637,202336.3588786531
1638,168817.60391860706
1639,178026.30843329208
1640,246837.7109186259
1641,186009.69799551106
1642,243059.68831430364
1643,211231.50909101096
1644,232456.27937834922
1645,204335.60036758258
1646,161573.93060501415
1647,162809.59557434864
1648,134791.32278437947
1649,136481.8130943603
1650,112330.84691291414
1651,126551.39372931769
1652,101276.02273359761
1653,99254.24449457483
1654,149763.37077440496
1655,136677.04902850118
1656,140977.56802780027
1657,148898.25020713525
1658,148136.52206044886
1659,124074.82359858222
1660,151360.35757379446
1661,438846.13447367115
1662,398401.64320969273
1663,365936.6813120798
1664,526713.7759996748
1665,293928.2922609289
1666,325939.53743207955
1667,357706.45781665895
1668,336855.1621769338
1669,290030.92614776676
1670,335417.0082102753
1671,263109.0000828303
1672,430530.142892034
1673,278489.8613399129
1674,231704.74788738572
1675,189525.462199931
1676,183615.58996454647
1677,206042.12001670373
1678,482443.18566926505
1679,388543.9692781013
1680,313907.60043319326
1681,233941.05936470616
1682,311415.4382271463
1683,182849.17694577263
1684,170444.13732305035
1685,169743.14350140537
1686,164369.0686024255
1687,165037.4813087762
1688,187019.59492397035
1689,191303.4230069296
1690,193960.02953006065
1691,184867.65016250734
1692,247491.68932310698
1693,162602.18835826332
1694,179237.38568208448
1695,166822.54368837713
1696,266505.1922055069
1697,164908.93903520255
1698,349752.15644758876
1699,304812.7582815656
1700,251853.93763549838
1701,265301.8764710469
1702,240602.7540305431
1703,234192.37781124475
1704,271597.8006789082
1705,227310.7391143951
1706,461704.916900173
1707,209016.63477124844
1708,203285.06470474383
1709,256303.02562702808
1710,215759.91876909044
1711,263804.4740544923
1712,253181.96855413818
1713,275602.7728460191
1714,221263.94426388116
1715,208329.57322926327
1716,174826.98511165375
1717,175855.91030917046
1718,138463.49717223682
1719,212635.73918637686
1720,239415.74365657812
1721,159196.55883901176
1722,123958.58679120164
1723,151475.5763352965
1724,202175.17279194912
1725,232182.00321756152
1726,182516.94891354913
1727,151766.10408563208
1728,168796.18918717906
1729,155701.8813339216
1730,130445.03555728057
1731,120076.49590239432
1732,129113.55426315297
1733,109829.7365622273
1734,117770.7926184535
1735,125995.0512936979
1736,109191.58611587115
1737,302687.89555152383
1738,226156.72702147037
1739,248646.55810836356
1740,212836.9643107652
1741,186137.54055249735
1742,172012.0675108303
1743,184167.1795940727
1744,316310.785851869
1745,218204.3414160428
1746,210507.95887962318
1747,217077.72939049307
1748,215283.1421085012
1749,147039.62121494306
1750,127246.02610612012
1751,238817.12519442814
1752,115640.33945698693
1753,157083.75852977927
1754,205979.0226889857
1755,163711.02398024828
1756,118767.53859101234
1757,117641.58353521244
1758,140912.72083035472
1759,146162.5648740202
1760,165969.27411166436
1761,142774.38675580756
1762,173895.47278202017
1763,184210.08578312563
1764,116676.7900192432
1765,141673.8737526719
1766,191834.7602348539
1767,218538.61707090508
1768,134119.3489451163
1769,164042.3940495183
1770,148956.29946134388
1771,120557.57947367766
1772,141884.697909175
1773,120180.29345483913
1774,146089.77627280194
1775,140954.7194162562
1776,121784.68722135395
1777,111471.07132286194
1778,138821.90384756736
1779,122072.79921217742
1780,171195.25945806006
1781,123001.1776088462
1782,92190.02758617981
1783,144107.74926114362
1784,110681.10917722965
1785,116233.9189222709
1786,138951.54441228803
1787,150360.2282995263
1788,67531.65442519131
1789,89658.9498984119
1790,93200.11040339233
1791,191408.17189816502
1792,151038.83736043196
1793,124748.84532213646
1794,145566.66914965934
1795,135021.2512039666
1796,120565.03471478734
1797,114544.59258029787
1798,119975.20492996213
1799,111240.65928003938
1800,127215.19480147956
1801,127907.54192175793
1802,130928.89443430328
1803,154992.5117626161
1804,138740.38259293974
1805,135229.92070217704
1806,120127.29657504716
1807,124033.41749423071
1808,114998.40804457889
1809,118276.20786142779
1810,132384.2082303745
1811,79482.0567135953
1812,96931.0001347033
1813,120595.00667707698
1814,99174.59389929433
1815,64331.32811827989
1816,97246.12216255108
1817,113594.10339170361
1818,153616.11522046517
1819,137481.25306815424
1820,65371.18581281828
1821,109170.18741643734
1822,150869.76298718207
1823,49215.06764147067
1824,124412.29955215775
1825,133841.75937161432
1826,117547.10915648963
1827,112406.582505061
1828,119966.51006759517
1829,115063.42031315087
1830,135197.69153784084
1831,140031.73526334678
1832,86803.61773857576
1833,141938.7959005721
1834,128922.29724036252
1835,115548.74048577233
1836,119315.03030601979
1837,84347.39755254613
1838,127089.07127576624
1839,104048.78973358839
1840,135749.53240713401
1841,137170.14835180948
1842,115602.29445274253
1843,124250.52303959169
1844,142878.44364755007
1845,145447.55904665354
1846,157545.76134842867
1847,174800.47872278237
1848,62627.136321475286
1849,103976.05726930157
1850,119868.02288425218
1851,143206.7807063685
1852,125382.86424356082
1853,125118.16013779164
1854,154972.65537205245
1855,142797.88990373217
1856,228693.78010161564
1857,141978.3779292656
1858,126636.14940251493
1859,109632.78110333526
1860,135417.86878834304
1861,109013.03344390995
1862,303506.20753115264
1863,288551.2794453259
1864,288566.6066135402
1865,335696.2917931484
1866,318411.13517893077
1867,218724.50793048216
1868,275480.41795935686
1869,200840.72602167193
1870,221716.0105947483
1871,239246.38270146627
1872,168667.9338002953
1873,245037.7844170572
1874,143916.14381522618
1875,200119.97561527652
1876,198496.24094668444
1877,208615.1030487129
1878,189564.8272326432
1879,131257.17801490915
1880,127429.82593441346
1881,253174.5815747464
1882,238353.90396483731
1883,186240.0522610012
1884,203939.9769605837
1885,230524.85520120626
1886,276204.52118811547
1887,208852.7517678652
1888,263571.2485777369
1889,167561.42362994197
1890,106624.11371119335
1891,130043.74881803805
1892,102079.84344975204
1893,127847.25881429638
1894,120189.83728491535
1895,128299.59237254492
1896,121911.79630489837
1897,111919.96745634604
1898,115529.09536659556
1899,170393.47038636598
1900,151649.76477477333
1901,170672.16102949818
1902,177519.28478995405
1903,217955.98506377847
1904,133878.00734078742
1905,194997.56268279016
1906,98949.20530187136
1907,203095.38043386454
1908,112681.67706666712
1909,137714.19051069923
1910,119745.56778714701
1911,232352.59042796504
1912,305893.5039010332
1913,146892.88927443052
1914,56612.23810045086
1915,317745.3333884842
1916,49887.38919847807
1917,244466.80010460186
1918,147978.19824214684
1919,172108.9789638711
1920,156603.82470809706
1921,379080.24646467355
1922,308435.81756780314
1923,228013.47456027515
1924,228792.22499334448
1925,194867.8615377518
1926,367834.38043043367
1927,129236.04581651332
1928,163235.45921287333
1929,118738.4624645382
1930,136068.6983146018
1931,135580.47011658226
1932,136747.6781067482
1933,175874.6660901355
1934,181969.07181951992
1935,171585.84637869976
1936,197868.20469285746
1937,177164.2369556507
1938,164692.29727812484
1939,224980.5753054663
1940,193200.89810626904
1941,160926.19119512182
1942,182087.76980751305
1943,214884.6329171063
1944,361438.20357765455
1945,392327.5583444653
1946,146395.76555144944
1947,317342.12922563485
1948,159253.71405226085
1949,254513.95554253372
1950,170391.8352581067
1951,246110.76738409986
1952,207953.13787316252
1953,160601.98178731935
1954,173533.82974181583
1955,130029.4729552167
1956,306423.51668035047
1957,152852.0971082072
1958,292565.40002687136
1959,146022.59785889357
1960,114150.89281389565
1961,122913.29216802523
1962,99238.57701849796
1963,105776.96358040153
1964,104296.52484563821
1965,148542.5097673567
1966,132796.39241308116
1967,284198.17716064473
1968,434799.84339569876
1969,374810.85205875954
1970,421998.2383098038
1971,505075.01186790253
1972,368726.0108960321
1973,264729.28804718284
1974,322962.90288878296
1975,525979.997364229
1976,263273.36894445994
1977,345535.43071311124
1978,351011.7758246222
1979,305373.84772230923
1980,194853.39831217512
1981,331396.354925979
1982,209153.30126527214
1983,196836.49395114556
1984,169014.9248607493
1985,221706.91899691976
1986,207037.41525174395
1987,182068.0381640557
1988,172273.3667769249
1989,190281.98911530618
1990,204390.59978049377
1991,211420.36058976967
1992,211201.61539218784
1993,163880.57657177155
1994,223826.12930561847
1995,184004.3979475774
1996,238869.04900226046
1997,308625.7326379579
1998,308661.1135064636
1999,274945.91239428567
2000,292012.9573175663
2001,271714.432695559
2002,222073.32029154367
2003,249115.14221529945
2004,280182.13874293567
2005,215989.71423243266
2006,222138.67322523336
2007,239322.7182323382
2008,212806.42411392607
2009,192543.83515084285
2010,192698.05216563237
2011,140593.55327224793
2012,170129.7626991037
2013,175460.01313788362
2014,181596.30101697578
2015,204922.07200904933
2016,188681.1839047948
2017,191919.893338842
2018,120710.48378784819
2019,129783.09347321797
2020,100649.33121707635
2021,105522.63212255227
2022,190390.4049433473
2023,142431.5648880438
2024,281576.8860816674
2025,365027.5562691634
2026,175793.2749495189
2027,163779.530217952
2028,154100.62019979593
2029,164180.0903777956
2030,261938.31101602345
2031,227233.5630405193
2032,241641.2538199011
2033,249278.4846115282
2034,170885.0512495208
2035,217207.2682861971
2036,196307.32838823853
2037,205526.9975521598
2038,313685.00318828016
2039,219814.88804842968
2040,318651.9484937984
2041,277466.12357992557
2042,207789.32416134377
2043,178499.54783945353
2044,167651.83284570946
2045,205591.20797660368
2046,139197.8006179259
2047,139612.46044623677
2048,141471.02756686287
2049,141574.83001893747
2050,170170.4642058963
2051,108102.71065158371
2052,126388.42663628492
2053,146031.95153266392
2054,84668.4169215299
2055,141694.96350955698
2056,142432.50429385205
2057,114424.92175964327
2058,206087.1483012038
2059,134783.05896121424
2060,175449.29542223195
2061,166229.6743375035
2062,131358.82930141847
2063,116112.27976059196
2064,133026.3086405518
2065,120284.21231544015
2066,163417.78708530692
2067,100370.51723018147
2068,146761.3439627887
2069,77831.05959357713
2070,103513.48946711296
2071,103065.4067701058
2072,134731.13994862005
2073,123876.70850686013
2074,184847.4918646819
2075,146409.11182402895
2076,107600.91982305585
2077,158958.58775732925
2078,121022.66029188698
2079,131351.83758632067
2080,116143.70097077578
2081,134276.09482939492
2082,113424.77716799166
2083,148936.39215210144
2084,107756.32963949424
2085,123664.58360052534
2086,108265.49563431427
2087,120380.8258637352
2088,102092.57364148356
2089,94658.97030921625
2090,121495.7603728354
2091,106363.84856347923
2092,124237.35984445312
2093,100858.08910437919
2094,114531.2186172768
2095,139000.9498184949
2096,83826.35244040712
2097,93650.95908072293
2098,144887.4617894179
2099,59914.13822836983
2100,67693.44885454491
2101,120280.18920060353
2102,115606.85333031834
2103,110722.2800940577
2104,133198.62154364257
2105,123507.51701524219
2106,74148.9350441784
2107,185755.80075532934
2108,111628.35335709089
2109,112353.14227313649
2110,121109.78600460739
2111,129916.88437145583
2112,137341.81695492545
2113,129079.40412057753
2114,120132.09153497
2115,164914.28147884674
2116,112498.94303241106
2117,148679.00669731403
2118,125426.09278527935
2119,113917.32546084182
2120,120038.62662931373
2121,102010.1303448767
2122,116846.82128918101
2123,93895.26368698158
2124,160410.93548639814
2125,128006.06173542523
2126,174671.00613501776
2127,172528.7666993492
2128,121232.21441466684
2129,94353.33615170707
2130,128167.33793828874
2131,134498.74071620702
2132,100483.6252332881
2133,121537.0579953787
2134,110232.81569045852
2135,87196.79407046198
2136,73824.53826369447
2137,103194.57111569372
2138,129341.63346448695
2139,147580.30960473904
2140,136452.6312822658
2141,149567.80728512845
2142,129458.68863742349
2143,149453.7137502398
2144,111991.33448054163
2145,135261.52401535536
2146,154693.94859672152
2147,137171.0265958457
2148,119945.16500875421
2149,133080.603841946
2150,224667.93878419587
2151,119662.10604791103
2152,167581.34160021786
2153,166133.27935177856
2154,100960.93347688462
2155,136734.332471254
2156,254970.88120997508
2157,228018.6749840846
2158,236591.13675379637
2159,207210.4685149527
2160,180529.83310620944
2161,224673.76655026982
2162,413935.85840166867
2163,332343.03314846137
2164,245292.06213572153
2165,213215.58682560144
2166,147180.9479808542
2167,221496.3833249419
2168,194892.6234235403
2169,193971.72702469074
2170,215768.8084462304
2171,153141.68289673002
2172,124105.23190736368
2173,177984.47859621706
2174,220276.05806333633
2175,294177.60245770373
2176,304935.5338410528
2177,238402.65922395536
2178,207342.62462756393
2179,140879.99352156647
2180,216960.24772805418
2181,188614.52919657293
2182,210629.54621451694
2183,187851.35521078008
2184,121894.31912134611
2185,122297.24570444436
2186,132963.7256730506
2187,155099.75875121218
2188,151994.56441464712
2189,311576.8904061868
2190,74398.84615285452
2191,73661.30282624789
2192,82916.0070459579
2193,106915.1530379384
2194,96693.34108856547
2195,108749.37230213845
2196,94860.91828219354
2197,126705.38203605713
2198,147555.88803436296
2199,168060.23340487626
2200,152733.10026977732
2201,151604.19891560863
2202,210696.5597914016
2203,151228.9268769705
2204,188125.77516948053
2205,137931.71673714046
2206,135568.80856485557
2207,176786.8443875457
2208,261528.4699706837
2209,243652.65141862657
2210,122481.5041937852
2211,111494.16613974306
2212,124902.39464781426
2213,100636.84669729002
2214,127392.4910003748
2215,104876.77223285873
2216,149556.11357205012
2217,55578.58335511387
2218,63870.79984277226
2219,72037.54383675876
2220,63148.59871423504
2221,318476.9743643191
2222,288063.9733067967
2223,267226.7756576472
2224,210059.582998167
2225,127588.86509456689
2226,190127.74160511064
2227,184563.6389500681
2228,254315.87062175662
